StudentID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours
553,female,group E,some high school,standard,none,divorced,never,yes,3.0,school_bus,5 - 10
554,female,group D,bachelor's degree,free/reduced,none,widowed,sometimes,yes,1.0,school_bus,5 - 10
556,female,group A,high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10
557,female,group C,bachelor's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,< 5
560,male,group C,some college,free/reduced,none,widowed,sometimes,no,3.0,private,< 5
564,female,group C,bachelor's degree,standard,completed,married,regularly,no,2.0,private,5 - 10
565,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,1.0,school_bus,> 10
566,male,group B,high school,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10
568,female,group D,high school,standard,none,married,sometimes,yes,4.0,school_bus,> 10
569,female,group D,some high school,standard,none,single,sometimes,no,1.0,school_bus,5 - 10
571,female,group C,high school,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10
572,female,group E,some college,standard,none,married,sometimes,no,2.0,school_bus,5 - 10
573,male,group D,high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10
575,male,group C,some high school,standard,none,divorced,sometimes,yes,3.0,private,< 5
577,female,group C,master's degree,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10
579,female,group B,associate's degree,standard,none,married,regularly,no,1.0,school_bus,< 5
580,male,group D,some college,free/reduced,completed,married,sometimes,yes,5.0,school_bus,5 - 10
581,female,group C,some college,standard,none,married,sometimes,yes,3.0,school_bus,< 5
582,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,0.0,private,< 5
583,female,group A,associate's degree,standard,none,married,sometimes,no,4.0,school_bus,5 - 10
584,female,group C,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10
587,male,group D,master's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10
589,female,group C,high school,free/reduced,none,single,sometimes,yes,2.0,school_bus,> 10
591,male,group C,high school,free/reduced,completed,married,sometimes,yes,2.0,private,> 10
592,male,group A,some college,standard,completed,divorced,never,yes,4.0,private,5 - 10
595,male,group B,associate's degree,free/reduced,completed,divorced,never,yes,1.0,school_bus,5 - 10
597,male,group D,some college,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10
598,female,group C,some high school,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10
599,male,group D,some college,standard,none,single,never,yes,1.0,private,5 - 10
600,male,group B,high school,standard,none,widowed,regularly,yes,2.0,private,5 - 10
601,female,group B,bachelor's degree,standard,completed,married,sometimes,yes,2.0,school_bus,> 10
602,female,group C,high school,standard,none,married,sometimes,no,5.0,school_bus,5 - 10
603,male,group A,high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10
607,male,group D,high school,standard,none,single,sometimes,no,3.0,school_bus,> 10
609,female,group B,some high school,free/reduced,none,married,never,yes,2.0,private,< 5
611,male,group B,high school,standard,none,single,sometimes,yes,1.0,school_bus,< 5
612,female,group B,bachelor's degree,standard,completed,married,never,yes,1.0,school_bus,5 - 10
618,female,group A,high school,standard,completed,married,regularly,yes,7.0,private,5 - 10
619,female,group D,some college,standard,completed,married,sometimes,yes,2.0,school_bus,< 5
620,female,group A,associate's degree,standard,completed,single,sometimes,no,2.0,school_bus,5 - 10
621,female,group B,some high school,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10
623,male,group C,associate's degree,free/reduced,none,married,sometimes,no,5.0,school_bus,> 10
624,male,group D,some high school,standard,none,married,sometimes,no,1.0,school_bus,> 10
626,male,group D,associate's degree,standard,none,divorced,sometimes,yes,4.0,private,5 - 10
628,female,group D,some college,free/reduced,none,divorced,regularly,yes,2.0,private,< 5
632,female,group C,some college,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10
633,female,group B,bachelor's degree,free/reduced,none,married,sometimes,no,4.0,school_bus,< 5
635,male,group D,associate's degree,standard,completed,single,sometimes,yes,3.0,private,5 - 10
636,female,group C,high school,free/reduced,none,married,never,no,2.0,school_bus,< 5
637,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,< 5
638,female,group C,some college,standard,none,married,regularly,yes,1.0,private,5 - 10
640,female,group D,high school,standard,completed,divorced,regularly,yes,2.0,private,5 - 10
646,female,group D,high school,standard,none,divorced,regularly,yes,6.0,school_bus,< 5
647,male,group B,high school,standard,none,divorced,regularly,yes,2.0,school_bus,5 - 10
650,female,group E,master's degree,standard,completed,single,sometimes,yes,2.0,school_bus,> 10
651,male,group E,some college,standard,completed,single,sometimes,yes,0.0,school_bus,5 - 10
653,male,group A,high school,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,5 - 10
654,male,group E,some college,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10
655,female,group C,associate's degree,standard,none,married,never,yes,5.0,school_bus,5 - 10
656,female,group E,associate's degree,free/reduced,none,married,sometimes,no,1.0,private,< 5
658,female,group D,associate's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10
659,female,group C,some high school,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10
663,female,group D,associate's degree,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10
664,male,group C,high school,free/reduced,none,divorced,never,yes,3.0,private,5 - 10
665,female,group E,bachelor's degree,standard,completed,single,regularly,yes,4.0,school_bus,5 - 10
669,female,group B,some high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,< 5
671,male,group D,high school,standard,none,married,regularly,yes,2.0,private,5 - 10
673,male,group D,high school,standard,none,married,never,yes,2.0,school_bus,< 5
674,female,group D,associate's degree,free/reduced,completed,divorced,sometimes,yes,0.0,school_bus,5 - 10
676,female,group E,some high school,standard,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10
677,female,group D,some college,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10
678,male,group D,master's degree,standard,none,divorced,sometimes,no,1.0,school_bus,< 5
679,female,group B,some high school,standard,completed,married,regularly,no,1.0,school_bus,> 10
680,female,group B,associate's degree,free/reduced,completed,married,regularly,yes,0.0,private,< 5
682,female,group C,associate's degree,standard,completed,single,sometimes,yes,4.0,private,5 - 10
685,female,group C,some college,free/reduced,none,married,regularly,no,2.0,private,5 - 10
686,male,group D,some high school,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10
688,male,group C,high school,standard,none,married,regularly,no,2.0,school_bus,5 - 10
689,male,group B,some college,standard,none,divorced,sometimes,yes,4.0,school_bus,> 10
692,male,group E,some high school,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10
693,female,group D,high school,free/reduced,none,single,sometimes,yes,1.0,private,< 5
694,male,group C,some college,standard,none,single,regularly,no,3.0,private,< 5
695,female,group B,associate's degree,free/reduced,completed,divorced,sometimes,yes,5.0,private,< 5
697,female,group C,some college,standard,completed,married,never,yes,2.0,private,> 10
699,female,group E,some college,free/reduced,none,married,never,yes,1.0,school_bus,> 10
704,male,group C,high school,free/reduced,none,married,regularly,yes,0.0,private,5 - 10
707,female,group C,high school,standard,none,married,sometimes,yes,4.0,private,5 - 10
708,female,group C,associate's degree,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10
709,male,group B,some college,free/reduced,none,married,regularly,yes,2.0,private,5 - 10
712,male,group C,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10
714,male,group B,some college,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10
718,female,group C,some high school,standard,completed,married,sometimes,no,1.0,private,5 - 10
719,male,group C,associate's degree,free/reduced,none,single,regularly,yes,4.0,school_bus,5 - 10
720,female,group E,associate's degree,standard,none,married,sometimes,yes,4.0,school_bus,> 10
721,male,group D,some college,standard,none,married,sometimes,no,2.0,private,> 10
723,female,group D,some college,free/reduced,completed,married,regularly,yes,5.0,private,5 - 10
725,female,group C,high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10
727,male,group D,some high school,standard,completed,single,never,no,4.0,school_bus,5 - 10
728,female,group B,high school,standard,none,divorced,never,yes,2.0,private,5 - 10
729,male,group D,some college,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10
730,female,group B,high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10
732,male,group B,high school,standard,completed,single,sometimes,yes,0.0,school_bus,5 - 10
733,female,group D,some high school,standard,none,married,never,yes,1.0,private,> 10
736,male,group D,bachelor's degree,standard,none,married,regularly,yes,3.0,school_bus,> 10
737,female,group B,some high school,free/reduced,completed,married,never,yes,0.0,school_bus,< 5
738,female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10
740,female,group B,some high school,free/reduced,none,married,regularly,yes,4.0,private,< 5
742,female,group C,some college,free/reduced,none,single,regularly,no,4.0,private,5 - 10
744,male,group E,associate's degree,standard,completed,widowed,regularly,no,1.0,school_bus,5 - 10
746,female,group B,master's degree,standard,none,married,sometimes,yes,1.0,school_bus,< 5
748,female,group C,associate's degree,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10
749,male,group C,bachelor's degree,standard,completed,married,sometimes,no,3.0,school_bus,< 5
750,female,group B,some high school,standard,completed,married,sometimes,no,2.0,private,5 - 10
751,female,group E,some high school,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10
752,female,group B,some college,standard,none,single,regularly,no,4.0,private,< 5
754,female,group C,master's degree,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10
757,male,group D,high school,free/reduced,none,married,regularly,yes,0.0,school_bus,< 5
758,male,group E,some high school,standard,completed,married,never,no,1.0,private,< 5
759,female,group B,high school,standard,none,widowed,regularly,yes,1.0,school_bus,5 - 10
760,female,group E,associate's degree,free/reduced,completed,divorced,regularly,no,3.0,private,5 - 10
761,male,group D,high school,standard,none,divorced,sometimes,yes,0.0,private,5 - 10
762,female,group E,associate's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10
766,female,group B,some college,standard,none,married,regularly,yes,1.0,school_bus,5 - 10
769,female,group D,some college,free/reduced,none,single,sometimes,yes,2.0,school_bus,< 5
771,male,group C,high school,standard,none,married,sometimes,yes,5.0,private,5 - 10
772,male,group B,bachelor's degree,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10
773,male,group A,some high school,standard,none,married,sometimes,no,1.0,private,5 - 10
774,male,group A,high school,free/reduced,none,single,sometimes,yes,1.0,school_bus,> 10
775,female,group C,master's degree,standard,completed,married,regularly,yes,3.0,school_bus,< 5
776,male,group E,some high school,standard,completed,married,sometimes,yes,2.0,school_bus,> 10
779,male,group D,bachelor's degree,free/reduced,completed,married,regularly,yes,0.0,school_bus,5 - 10
781,female,group C,some high school,standard,none,married,sometimes,no,3.0,private,< 5
783,male,group E,some college,free/reduced,completed,married,regularly,yes,1.0,private,5 - 10
784,female,group C,some high school,free/reduced,none,widowed,sometimes,no,3.0,private,> 10
788,male,group B,some high school,standard,none,married,regularly,yes,0.0,school_bus,< 5
789,female,group A,some college,free/reduced,none,single,regularly,yes,3.0,school_bus,> 10
791,male,group A,bachelor's degree,standard,none,divorced,never,yes,1.0,school_bus,> 10
792,male,group B,some college,standard,none,single,regularly,yes,2.0,school_bus,5 - 10
793,female,group C,high school,standard,completed,single,regularly,yes,2.0,school_bus,5 - 10
794,male,group E,high school,standard,none,single,regularly,no,3.0,private,> 10
795,female,group A,high school,standard,completed,married,regularly,yes,6.0,school_bus,> 10
